Id,Fitness,Pbest,X,Y,V1,V2,XB,YB
9,40.3238,6.88526,6.31568,-0.660264,3.57631,2.60233,1.35222,2.24873
8,46.5519,1.55815,-1.65794,6.61839,-5.67768,0.144768,1.03962,0.690899
3,97.6706,8.25957,9.88123,0.178493,12.6836,4.71843,2.59494,-1.23526
4,4.17465,0.569472,-0.338376,2.01498,-0.950799,1.57406,0.612423,0.440919
5,5.02927,1.86246,0.760458,2.10973,-0.472953,5.48744,1.26942,0.501027
1,5.90351,0.330167,2.35592,0.594243,6.46864,0.792118,0.211855,-0.53412
2,9.64239,0.115185,0.0169789,-3.10517,0.150937,-1.65699,-0.161864,0.298303
6,14.6898,0.927829,0.918073,3.72114,4.56597,1.3728,-0.752286,-0.601577
8,14.968,1.55815,-0.528719,3.83256,1.12922,-2.78584,1.03962,0.690899
7,20.4492,0.494295,-4.41306,-0.986978,-6.26297,-0.626801,-0.667974,-0.219328
3,21.2869,8.25957,-1.94522,4.18366,-11.8265,4.00517,2.59494,-1.23526
10,30.7847,2.78863,-5.27295,-1.7265,-7.36367,-0.251794,-0.293269,-1.64396
9,41.775,6.88526,-6.05025,2.27365,-12.3659,2.93391,1.35222,2.24873
7,5.48959,0.494295,1.66392,-1.64954,6.07698,-0.662557,-0.667974,-0.219328
4,7.22399,0.569472,1.05609,2.47157,1.39447,0.456589,0.612423,0.440919
1,7.96052,0.330167,2.74632,0.64671,0.390397,0.0524671,0.211855,-0.53412
10,11.5796,2.78863,2.75089,-2.00303,8.02384,-0.276537,-0.293269,-1.64396
6,14.2376,0.927829,2.18722,3.07468,1.26914,-0.646465,-0.752286,-0.601577
2,14.8357,0.115185,0.352447,-3.83556,0.335468,-0.730386,-0.161864,0.298303
8,17.5564,1.55815,4.12127,-0.756013,4.64999,-4.58857,1.03962,0.690899
9,21.5831,6.88526,1.6276,4.35132,7.67785,2.07767,1.35222,2.24873
5,41.8006,1.86246,0.391028,6.4535,-0.36943,4.34377,1.26942,0.501027
3,49.2132,8.25957,-3.86568,5.85404,-1.92046,1.67038,2.59494,-1.23526
4,3.18767,0.569472,0.737795,1.62583,-0.3183,-0.845739,0.612423,0.440919
7,10.0668,0.494295,2.39627,-2.07961,0.732348,-0.43007,-0.667974,-0.219328
2,11.1907,0.115185,-0.103798,-3.34364,-0.456245,0.491917,-0.161864,0.298303
10,12.7144,2.78863,2.81211,-2.19236,0.0612183,-0.189322,-0.293269,-1.64396
6,12.9375,0.927829,-3.5338,0.670678,-5.72101,-2.404,-0.752286,-0.601577
1,16.6308,0.330167,-4.07762,-0.0617158,-6.82394,-0.708426,0.211855,-0.53412
8,29.517,1.55815,-1.23987,-5.28959,-5.36114,-4.53358,1.03962,0.690899
5,63.7714,1.86246,1.2002,7.89499,0.809169,1.44149,1.26942,0.501027
9,71.4715,6.88526,7.00597,4.73158,5.37837,0.380262,1.35222,2.24873
3,114.627,8.25957,9.70857,4.51336,13.5743,-1.34068,2.59494,-1.23526
4,0.167023,0.167023,-0.366993,-0.179831,-1.10479,-1.80566,-0.366993,-0.179831
3,1.02153,1.02153,-0.724812,0.704401,-10.4334,-3.80895,-0.724812,0.704401
2,3.34428,0.115185,-0.0240403,-1.82858,0.0797576,1.51506,-0.161864,0.298303
1,4.58408,0.330167,1.74241,-1.24422,5.82003,-1.18251,0.211855,-0.53412
6,6.50116,0.927829,0.403719,-2.51757,3.93751,-3.18825,-0.752286,-0.601577
7,23.3212,0.494295,-4.34722,-2.10307,-6.74348,-0.0234654,-0.667974,-0.219328
10,32.6646,2.78863,-5.26744,-2.21781,-8.07955,-0.0254582,-0.293269,-1.64396
5,34.9237,1.86246,0.833207,5.85059,-0.36699,-2.0444,1.26942,0.501027
9,41.6189,6.88526,-5.5667,3.26048,-12.5727,-1.4711,1.35222,2.24873
8,63.9495,1.55815,-1.01072,-7.93271,0.229152,-2.64312,1.03962,0.690899
2,0.138587,0.115185,0.359618,0.0962424,0.383658,1.92482,-0.161864,0.298303
9,0.531991,0.531991,0.497242,0.533611,6.06394,-2.72687,0.497242,0.533611
5,1.44611,1.44611,0.358033,1.14801,-0.475174,-4.70259,0.358033,1.14801
7,4.04417,0.494295,1.05764,-1.71043,5.40486,0.392639,-0.667974,-0.219328
4,5.69509,0.167023,-0.468329,-2.34003,-0.101336,-2.1602,-0.366993,-0.179831
10,8.37975,2.78863,2.02449,-2.0691,7.29193,0.148713,-0.293269,-1.64396
1,16.5565,0.330167,3.26958,-2.42206,1.52717,-1.17784,0.211855,-0.53412
6,33.4903,0.927829,2.54122,-5.19928,2.1375,-2.68171,-0.752286,-0.601577
8,75.1477,1.55815,4.14188,-7.61529,5.15259,0.317425,1.03962,0.690899
3,106.052,1.02153,-9.6341,-3.63809,-8.90929,-4.34249,-0.724812,0.704401
2,2.73239,0.115185,-0.0693046,1.65154,-0.428922,1.5553,-0.161864,0.298303
7,9.43204,0.494295,2.8822,-1.06065,1.82456,0.649781,-0.667974,-0.219328
10,15.2881,2.78863,3.4677,-1.80642,1.44321,0.262676,-0.293269,-1.64396
4,16.373,0.167023,0.728684,-3.9802,1.19701,-1.64017,-0.366993,-0.179831
5,17.4834,1.44611,-0.168636,-4.17791,-0.526669,-5.32592,0.358033,1.14801
8,20.5467,1.55815,-0.776622,-4.46583,-4.9185,3.14946,1.03962,0.690899
1,25.2503,0.330167,-3.94031,-3.11837,-7.20989,-0.69631,0.211855,-0.53412
9,47.028,0.531991,6.30713,-2.69222,5.80989,-3.22583,0.497242,0.533611
6,50.7146,0.927829,-3.34162,-6.28873,-5.88284,-1.08945,-0.752286,-0.601577
3,124.989,1.02153,8.90757,-6.75602,18.5417,-3.11793,-0.724812,0.704401
8,2.16886,1.55815,-1.45292,0.24058,-0.6763,4.70641,1.03962,0.690899
2,4.87758,0.115185,-0.0626031,2.20764,0.00670153,0.556097,-0.161864,0.298303
1,10.5074,0.330167,1.09419,-3.05124,5.03451,0.0671247,0.211855,-0.53412
7,17.6727,0.494295,-4.18318,-0.416798,-7.06538,0.643852,-0.667974,-0.219328
4,19.7479,0.167023,-0.259374,-4.43629,-0.988059,-0.456092,-0.366993,-0.179831
6,28.5831,0.927829,-0.125185,-5.34486,3.21644,0.943879,-0.752286,-0.601577
10,28.7555,2.78863,-5.13769,-1.53613,-8.60539,0.270292,-0.293269,-1.64396
9,51.5679,0.531991,-5.04435,-5.11101,-11.3515,-2.41879,0.497242,0.533611
3,55.4564,1.02153,0.942202,-7.38706,-7.96537,-0.631044,-0.724812,0.704401
5,64.1532,1.44611,0.785856,-7.97092,0.954492,-3.79301,0.358033,1.14801
7,0.179998,0.179998,0.422415,-0.0395447,4.60559,0.377254,0.422415,-0.0395447
2,2.49949,0.115185,0.36022,1.53939,0.422823,-0.668245,-0.161864,0.298303
10,3.43502,2.78863,1.25081,-1.36765,6.3885,0.168478,-0.293269,-1.64396
4,12.7266,0.167023,-0.557162,-3.52366,-0.297788,0.912634,-0.366993,-0.179831
6,15.5725,0.927829,2.8304,-2.74978,2.95559,2.59507,-0.752286,-0.601577
1,18.9078,0.330167,3.72221,-2.24786,2.62802,0.803384,0.211855,-0.53412
9,33.2615,0.531991,-0.523326,-5.74348,4.52103,-0.632473,0.497242,0.533611
8,37.8013,1.55815,4.08107,4.5985,5.53399,4.35792,1.03962,0.690899
5,75.8066,1.44611,0.443848,-8.69538,-0.342008,-0.724458,0.358033,1.14801
3,120.951,1.02153,-9.64976,-5.27574,-11.2924,2.11132,-0.724812,0.704401
2,0.00780982,0.00780982,-0.0312903,-0.0826483,-0.39151,-1.62204,-0.0312903,-0.0826483
4,3.09053,0.167023,0.701911,-1.61178,1.25907,1.91187,-0.366993,-0.179831
6,9.65991,0.927829,-3.0759,0.445844,-5.90629,3.19563,-0.752286,-0.601577
1,14.788,0.330167,-3.70404,-1.03348,-7.42625,1.21439,0.211855,-0.53412
10,18.213,2.78863,4.04207,-1.3692,2.79125,-0.00154568,-0.293269,-1.64396
7,23.8441,0.179998,4.88284,-0.0452304,4.46042,-0.00568572,0.422415,-0.0395447
5,36.7389,1.44611,-0.199384,-6.05799,-0.643232,2.63739,0.358033,1.14801
3,44.5897,1.02153,6.55434,-1.27683,16.2041,3.9989,-0.724812,0.704401
8,46.9126,1.55815,-0.279081,6.84359,-4.36015,2.24509,1.03962,0.690899
9,63.8523,0.531991,6.7136,-4.33358,7.23693,1.40991,0.497242,0.533611
1,0.191978,0.191978,0.426529,0.100255,4.13057,1.13373,0.426529,0.100255
4,0.297294,0.167023,-0.146176,0.525287,-0.848087,2.13707,-0.366993,-0.179831
5,1.79905,1.44611,0.728025,-1.12651,0.92741,4.93147,0.358033,1.14801
2,4.33034,0.00780982,0.0921879,-2.0789,0.123478,-1.99626,-0.0312903,-0.0826483
6,9.12275,0.927829,-0.656198,2.94825,2.4197,2.5024,-0.752286,-0.601577
7,14.491,0.179998,-3.78216,-0.431554,-8.665,-0.386323,0.422415,-0.0395447
3,18.5511,1.02153,3.09952,2.99066,-3.45481,4.26749,-0.724812,0.704401
9,21.4133,0.531991,-4.39371,-1.45211,-11.1073,2.88147,0.497242,0.533611
10,26.2522,2.78863,-4.88674,-1.54014,-8.92881,-0.170944,-0.293269,-1.64396
8,40.211,1.55815,-1.84493,6.0669,-1.56585,-0.776689,1.03962,0.690899
7,1.21317,0.179998,-0.356623,-1.04211,3.42554,-0.610554,0.422415,-0.0395447
10,3.48149,2.78863,0.44806,-1.81128,5.3348,-0.271134,-0.293269,-1.64396
4,4.49108,0.167023,-0.63341,2.02234,-0.487235,1.49706,-0.366993,-0.179831
9,5.32423,0.531991,-1.52194,1.73434,2.87177,3.18644,0.497242,0.533611
2,13.396,0.00780982,0.371322,-3.64117,0.279134,-1.56227,-0.0312903,-0.0826483
5,17.1084,1.44611,0.527228,4.10249,-0.200798,5.229,0.358033,1.14801
1,20.0892,0.191978,4.40594,0.822747,3.97941,0.722492,0.426529,0.100255
8,22.1972,1.55815,3.94029,2.58288,5.78522,-3.48402,1.03962,0.690899
6,23.3098,0.927829,3.04795,3.7443,3.70414,0.796054,-0.752286,-0.601577
3,132.837,1.02153,-9.96037,5.799,-13.0599,2.80834,-0.724812,0.704401
8,4.88897,1.55815,0.241046,-2.19792,-3.69925,-4.78081,1.03962,0.690899
4,5.60094,0.167023,0.658106,2.27329,1.29152,0.250944,-0.366993,-0.179831
1,11.9056,0.191978,-3.34627,0.841493,-7.7522,0.0187453,0.426529,0.100255
6,13.8321,0.927829,-2.74287,2.51172,-5.79082,-1.23258,-0.752286,-0.601577
2,17.1144,0.00780982,-0.00619447,-4.13695,-0.377516,-0.495779,-0.0312903,-0.0826483
10,24.7424,2.78863,4.5217,-2.07283,4.07364,-0.261553,-0.293269,-1.64396
7,29.6005,0.179998,5.19081,-1.6297,5.54744,-0.587596,0.422415,-0.0395447
5,56.4775,1.44611,-0.217437,7.512,-0.744665,3.40951,0.358033,1.14801
9,64.0955,0.531991,6.97179,3.93569,8.49373,2.20136,0.497242,0.533611
3,65.0809,1.02153,5.38017,6.01121,15.3405,0.212209,-0.724812,0.704401
1,0.0953109,0.0953109,-0.270442,0.148902,3.07582,-0.692591,-0.270442,0.148902
4,1.38511,0.167023,-0.0300603,1.17652,-0.688166,-1.09677,-0.366993,-0.179831
6,1.44767,0.927829,-1.17683,-0.250479,1.56604,-2.7622,-0.752286,-0.601577
2,11.3301,0.00780982,0.0582469,-3.36552,0.0644413,0.771429,-0.0312903,-0.0826483
7,14.6085,0.179998,-3.28341,-1.95645,-8.47422,-0.326745,0.422415,-0.0395447
10,25.3584,2.78863,-4.52049,-2.21891,-9.04219,-0.146079,-0.293269,-1.64396
9,31.3311,0.531991,-3.63007,4.26072,-10.6019,0.325029,0.497242,0.533611
3,32.6004,1.02153,4.47873,3.54137,-0.901439,-2.46984,-0.724812,0.704401
8,44.9367,1.55815,-2.17751,-6.33996,-2.41856,-4.14204,1.03962,0.690899
5,60.061,1.44611,0.661075,7.72166,0.878513,0.209656,0.358033,1.14801
4,1.16225,0.167023,-0.695281,-0.823917,-0.66522,-2.00044,-0.366993,-0.179831
2,2.82921,0.00780982,0.377115,-1.6392,0.318868,1.72632,-0.0312903,-0.0826483
7,4.82337,0.179998,-1.11851,-1.89006,2.1649,0.0663927,0.422415,-0.0395447
10,4.93089,2.78863,-0.364889,-2.19037,4.1556,0.0285355,-0.293269,-1.64396
9,12.7714,0.531991,-2.47512,2.57783,1.15495,-1.68289,0.497242,0.533611
1,14.3876,0.0953109,3.66835,-0.964775,3.93879,-1.11368,-0.270442,0.148902
6,21.8918,0.927829,3.18874,-3.42399,4.36557,-3.17351,-0.752286,-0.601577
5,21.9582,1.44611,0.606212,4.64658,-0.0548638,-3.07508,0.358033,1.14801
8,80.548,1.55815,3.72285,-8.1663,5.90036,-1.82633,1.03962,0.690899
3,99.5462,1.02153,-9.95858,-0.610577,-14.5201,-4.15195,-0.724812,0.704401
