Id,Fitness,Pbest,X,Y,V1,V2,XB,YB
9,18.1487,6.88526,2.73938,-3.2626,9.11116,1.21718,1.35222,2.24873
3,28.4645,8.25957,-2.80241,-4.53994,0.28315,3.52139,2.59494,-1.23526
8,58.0662,1.55815,4.01975,6.47363,4.03801,3.01676,1.03962,0.690899
5,60.828,1.86246,0.433549,-7.78717,-0.254996,1.54628,1.26942,0.501027
4,0.569472,0.569472,0.612423,0.440919,-0.529154,2.05426,0.612423,0.440919
2,2.11519,0.115185,-0.133959,-1.44819,-0.472835,-1.91274,-0.161864,0.298303
7,3.55189,0.494295,1.84991,-0.360177,-0.377091,-0.337279,-0.667974,-0.219328
10,6.54586,2.78863,2.09072,-1.4747,-1.32221,-0.125109,-0.293269,-1.64396
5,12.9302,1.86246,1.23341,-3.37771,0.799862,4.40946,1.26942,0.501027
1,16.9536,0.330167,-4.11272,-0.197875,-6.27747,1.21107,0.211855,-0.53412
6,18.8219,0.927829,-3.6479,2.34835,-5.42461,2.83627,-0.752286,-0.601577
